Step,with residual,wo residual
9768,-0.985127807,-0.968741179
9769,-0.985445201,-0.968439698
9772,-0.985778093,-0.967608273
9773,-0.984776497,-0.967440665
9774,-0.985255837,-0.968883574
9777,-0.985624552,-0.967344522
9779,-0.984594464,-0.968443871
9782,-0.985164583,-0.968677104
9783,-0.985629618,-0.968264401
9784,-0.98597604,-0.968492031
9788,-0.984921336,-0.968455672
9789,-0.985453248,-0.968782783
9791,-0.984895766,-0.967842221
9792,-0.98543489,-0.967861116
9793,-0.986682534,-0.967482567
9794,-0.986004233,-0.967288375
9795,-0.986114919,-0.967414379
9799,-0.986150384,-0.968882799
9800,-0.985337496,-0.969511628
9802,-0.984891951,-0.96893692
9803,-0.985914469,-0.969896972
9804,-0.985619903,-0.966596723
9805,-0.985881567,-0.969306529
9808,-0.985893369,-0.967159629
9810,-0.986274123,-0.966608286
9812,-0.985550046,-0.967662454
9816,-0.985751688,-0.967644334
9817,-0.985488415,-0.968200803
9818,-0.985386133,-0.969453454
9819,-0.985417604,-0.969287157
9821,-0.985647082,-0.968662739
9822,-0.984616399,-0.968078852
9823,-0.986124754,-0.968124151
9824,-0.986096859,-0.968302608
9825,-0.985524297,-0.968225837
9826,-0.985641301,-0.969689727
9827,-0.984729052,-0.967752099
9828,-0.985161602,-0.969148159
9831,-0.984228432,-0.968937099
9832,-0.986877024,-0.96836257
9833,-0.98447144,-0.967556953
9834,-0.986119032,-0.968027353
9837,-0.985856116,-0.967891335
9838,-0.985735416,-0.968611956
9840,-0.98636663,-0.967583418
9842,-0.985906482,-0.970034719
9844,-0.986461043,-0.969227076
9845,-0.984973609,-0.968254924
9850,-0.986659706,-0.966786385
9851,-0.986304164,-0.968758702
9853,-0.986064494,-0.967832327
9854,-0.986459017,-0.969598055
9857,-0.986195803,-0.96984446
9859,-0.98630631,-0.967489183
9860,-0.98699683,-0.969070077
9861,-0.986040354,-0.968367994
9862,-0.984085083,-0.967821479
9865,-0.986071587,-0.965827882
9866,-0.985847592,-0.967716634
9867,-0.985920429,-0.968322635
9868,-0.98614192,-0.966112256
9869,-0.985352397,-0.968913019
9870,-0.985844374,-0.96752274
9871,-0.98554647,-0.969180703
9872,-0.986428559,-0.968254745
9874,-0.985299766,-0.968830347
9875,-0.985805035,-0.966687322
9876,-0.986311138,-0.967505693
9877,-0.985854328,-0.967235923
9879,-0.986033201,-0.968639493
9882,-0.985590935,-0.96679157
9883,-0.985955596,-0.969431162
9884,-0.985677838,-0.969512463
9885,-0.987149298,-0.968806386
9892,-0.985651612,-0.968657017
9895,-0.985511065,-0.967033386
9896,-0.985165775,-0.968811035
9897,-0.985263228,-0.967914104
9899,-0.986017227,-0.96827817
9904,-0.98673743,-0.967979193
9909,-0.985799789,-0.969477952
9910,-0.985724807,-0.969489694
9911,-0.985219121,-0.967392206
9912,-0.984989464,-0.967185616
9914,-0.98557353,-0.96746707
9916,-0.985902309,-0.968763351
9917,-0.985399842,-0.969311714
9922,-0.987206817,-0.969560385
9923,-0.985080898,-0.968176603
9924,-0.985384941,-0.968773365
9929,-0.985760689,-0.967903912
9930,-0.985457301,-0.96784699
9933,-0.987164974,-0.968835592
9934,-0.985399008,-0.968133211
9935,-0.985573292,-0.968825877
9937,-0.985976577,-0.970222473
9939,-0.984790564,-0.96745944
9942,-0.984340906,-0.96685034
9943,-0.98645705,-0.966335893
9944,-0.985650539,-0.96794945
9945,-0.985923886,-0.968240857
9948,-0.986852169,-0.967951894
9949,-0.986128092,-0.966724455
9952,-0.984930575,-0.96817708
9953,-0.985250831,-0.967338324
9957,-0.987269998,-0.969618917
9959,-0.986555099,-0.968681335
9962,-0.98617661,-0.966664195
9964,-0.984547913,-0.968058825
9965,-0.985134482,-0.96828115
9966,-0.986737847,-0.968626499
9968,-0.985397995,-0.968091607
9970,-0.987166524,-0.968588471
9976,-0.985677958,-0.968597651
9977,-0.985752881,-0.969047785
9978,-0.986017942,-0.970092893
9979,-0.987378955,-0.967176557
9980,-0.985507727,-0.968189657
9984,-0.985326529,-0.967826486
9986,-0.9866606,-0.969217062
9988,-0.984790444,-0.967437983
9989,-0.98556751,-0.969082355
9991,-0.986320794,-0.968105674
9992,-0.986783385,-0.969508588
9993,-0.986807466,-0.968551993
9994,-0.985225022,-0.970569968
9997,-0.985604048,-0.967172265
9998,-0.986721516,-0.968223274
9999,-0.98699522,-0.968937635
10000,-0.986246169,-0.96910125
10002,-0.986635327,-0.968072653
10003,-0.98508954,-0.969336987
10005,-0.986644983,-0.969428182
10007,-0.985315204,-0.969046474
10008,-0.987112403,-0.968564272
10009,-0.986622691,-0.967542887
10013,-0.985178351,-0.968144417
10015,-0.987446308,-0.969431043
10017,-0.985016525,-0.966254056
10019,-0.986414433,-0.967193604
10021,-0.986131668,-0.967894137
10024,-0.984194577,-0.967825294
10025,-0.984237432,-0.970490336
10027,-0.985525131,-0.968939006
10028,-0.985663176,-0.970031321
10031,-0.985907912,-0.968515098
10033,-0.985260427,-0.967784643
10034,-0.985900164,-0.970116973
10037,-0.985334039,-0.968100667
10038,-0.985537052,-0.96773839
10039,-0.985305488,-0.968562305
10042,-0.985259414,-0.968531251
10043,-0.986591578,-0.967615962
10049,-0.986474037,-0.966387093
10050,-0.985969186,-0.970141828
10053,-0.985527277,-0.969843745
10055,-0.985939682,-0.968673825
10057,-0.985348821,-0.967760861
10058,-0.986374855,-0.968177915
10059,-0.985731483,-0.969667792
10060,-0.985417485,-0.966502666
10061,-0.986872494,-0.966694951
10062,-0.986126482,-0.9686625
10063,-0.985512257,-0.967378855
10068,-0.986088753,-0.968843222
10070,-0.985453665,-0.96847868
10072,-0.985979855,-0.967704177
10073,-0.986388981,-0.968468785
10075,-0.985727966,-0.968239129
10079,-0.986675858,-0.968468904
10080,-0.986093163,-0.967326343
10083,-0.987502277,-0.968051016
10084,-0.985814452,-0.968538225
10088,-0.985517323,-0.968049526
10089,-0.985548377,-0.965899944
10090,-0.985954881,-0.968827605
10091,-0.98602885,-0.969293714
10093,-0.986089468,-0.967923164
10097,-0.986767054,-0.967885494
10099,-0.985720396,-0.968377829
10101,-0.985444009,-0.968214989
10102,-0.985666394,-0.966483593
10104,-0.985920906,-0.968694448
10105,-0.986101091,-0.968986452
10106,-0.987781346,-0.968165517
10109,-0.985481739,-0.967639565
10110,-0.98564744,-0.970024943
10112,-0.986514688,-0.96723491
10113,-0.985177755,-0.968505979
10114,-0.985953569,-0.969303966
10116,-0.986837268,-0.96731317
10117,-0.984514594,-0.966961384
10118,-0.986908078,-0.97073108
10126,-0.98531419,-0.967704415
10127,-0.986033916,-0.968069911
10129,-0.98540771,-0.968241215
10130,-0.985654831,-0.969140947
10131,-0.985445499,-0.966838837
10135,-0.985388637,-0.969094515
10136,-0.985427022,-0.968211293
10137,-0.987163067,-0.968931615
10138,-0.985606432,-0.966577172
10141,-0.984982908,-0.968294799
10143,-0.985326648,-0.968136907
10144,-0.984752834,-0.967726707
10146,-0.98415029,-0.968463778
10149,-0.984640121,-0.968090534
10151,-0.986263633,-0.970076323
10152,-0.986216605,-0.968409598
10153,-0.985389352,-0.969506264
10155,-0.986597419,-0.968317032
10157,-0.98571229,-0.969352841
10165,-0.986132085,-0.969216466
10166,-0.985575676,-0.968014836
10169,-0.985744357,-0.968477488
10171,-0.986223042,-0.968902946
10172,-0.984713554,-0.968726575
10173,-0.984508276,-0.969611108
10175,-0.985819697,-0.969285846
10177,-0.986677289,-0.969587088
10178,-0.985981762,-0.968694925
10180,-0.985687315,-0.969871402
10181,-0.985265255,-0.969633043
10184,-0.986419797,-0.970183015
10185,-0.985338092,-0.968717813
10186,-0.985687792,-0.966976762
10188,-0.986465216,-0.967955709
10191,-0.986674547,-0.968541503
10192,-0.986105919,-0.966560364
10193,-0.984776855,-0.968518734
10194,-0.985383451,-0.968784332
10195,-0.986646175,-0.968792796
10196,-0.985439301,-0.970059454
10197,-0.985873342,-0.967922091
10200,-0.985260844,-0.970111489
10202,-0.98561281,-0.969254375
10204,-0.986125827,-0.968640447
10205,-0.986376643,-0.968116224
10207,-0.98535943,-0.968142509
10209,-0.986132383,-0.970784545
10211,-0.98521924,-0.968944907
10213,-0.986453831,-0.968905389
10215,-0.984692693,-0.968613982
10217,-0.984877586,-0.966151774
10219,-0.986060083,-0.968877673
10222,-0.986197472,-0.968300343
10224,-0.986645043,-0.968478262
10226,-0.986724138,-0.968510747
10227,-0.985971987,-0.96791631
10228,-0.985107064,-0.969797492
10230,-0.98608911,-0.969523311
10231,-0.986077428,-0.968167126
10232,-0.985503614,-0.970234692
10236,-0.985078454,-0.967159986
10238,-0.986664772,-0.966870785
10241,-0.984609127,-0.968283713
10243,-0.985569,-0.969337344
10246,-0.986727178,-0.968398929
10247,-0.986418843,-0.968987703
10249,-0.987301588,-0.967279017
10253,-0.985361099,-0.966587126
10254,-0.986168861,-0.969356179
10261,-0.986072779,-0.968540311
10262,-0.986681581,-0.968407094
10265,-0.985577166,-0.96783042
10269,-0.985895455,-0.970193386
10270,-0.985915422,-0.968360901
10271,-0.985086679,-0.967869997
10272,-0.985898256,-0.968231738
10274,-0.986498773,-0.968564391
10277,-0.986640275,-0.968503833
10278,-0.985788703,-0.969449759
10279,-0.985332608,-0.969281077
10281,-0.9871279,-0.96778512
10284,-0.98627913,-0.968419909
10289,-0.985060573,-0.968641639
10291,-0.985409975,-0.969621181
10293,-0.986938596,-0.967664242
10297,-0.985729694,-0.967282772
10298,-0.986593485,-0.967803597
10300,-0.986048877,-0.96988821
10301,-0.985902369,-0.968233347
10302,-0.985542357,-0.96700722
10303,-0.986274362,-0.969751716
10304,-0.985420823,-0.969370842
10305,-0.984911025,-0.969190896
10306,-0.985999465,-0.969620168
10307,-0.986448348,-0.96851027
10308,-0.985598922,-0.969869614
10309,-0.986192882,-0.969453633
10313,-0.986185193,-0.968817353
10314,-0.986597061,-0.969200134
10316,-0.987026691,-0.968885064
10319,-0.986352682,-0.970173597
10320,-0.986307919,-0.970482409
10322,-0.985513031,-0.969163775
10323,-0.986077428,-0.969468355
10324,-0.98517406,-0.966920376
10325,-0.985046148,-0.968680024
10327,-0.985059857,-0.968134642
10330,-0.985321164,-0.970166028
10331,-0.985883474,-0.968613029
10333,-0.985223889,-0.969309866
10337,-0.985943079,-0.967427731
10339,-0.987018347,-0.969642282
10341,-0.985804081,-0.969947338
10342,-0.986599684,-0.969413817
10343,-0.986860991,-0.968547583
10344,-0.984897137,-0.968302965
10345,-0.984914362,-0.969005644
10348,-0.984314442,-0.96756804
10349,-0.986457825,-0.966560483
10350,-0.98672688,-0.968613386
10351,-0.985110521,-0.968822002
10352,-0.985786319,-0.968540907
10353,-0.986752093,-0.968450844
10354,-0.98609364,-0.968984306
10355,-0.986127138,-0.968008876
10356,-0.985704184,-0.96889329
10359,-0.985130429,-0.967591882
10360,-0.985155106,-0.968343496
10361,-0.985788822,-0.969508469
10364,-0.986234725,-0.968217373
10365,-0.987006426,-0.968580365
10367,-0.985459208,-0.968569875
10371,-0.986290097,-0.967957199
10372,-0.985821486,-0.967801929
10374,-0.986190915,-0.969414711
10376,-0.985801935,-0.968529463
10377,-0.985765219,-0.968483031
10378,-0.985496938,-0.96848917
10379,-0.985906601,-0.970830917
10381,-0.987048507,-0.967927039
10383,-0.986546516,-0.968111336
10385,-0.985352159,-0.969696164
10387,-0.985249281,-0.967970312
10388,-0.986750066,-0.96748054
10389,-0.986320734,-0.966533065
10390,-0.986788273,-0.969444871
10392,-0.985657692,-0.970032394
10394,-0.986690283,-0.968096972
10395,-0.986330509,-0.968835831
10397,-0.987032771,-0.969378591
10404,-0.985411525,-0.96867907
10405,-0.985486567,-0.96770668
10406,-0.985289216,-0.9690516
10407,-0.986397147,-0.969481468
10410,-0.985889554,-0.968901038
10411,-0.986239672,-0.969091058
10412,-0.985978723,-0.969091654
10413,-0.986056328,-0.968770504
10414,-0.98566699,-0.967277765
10415,-0.986177802,-0.969988048
10416,-0.985221982,-0.970598102
10417,-0.98659718,-0.968118668
10419,-0.985939741,-0.970456481
10420,-0.98621273,-0.968495488
10426,-0.986546636,-0.966688097
10429,-0.985834599,-0.969249725
10438,-0.985258818,-0.970462263
10439,-0.985455275,-0.969523072
10441,-0.985948324,-0.968392134
10442,-0.985648274,-0.969551146
10445,-0.984969079,-0.968695283
10447,-0.986577868,-0.968590081
10449,-0.985369027,-0.96905303
10450,-0.984949887,-0.96923852
10451,-0.984234452,-0.969913661
10453,-0.98570621,-0.969593763
10455,-0.986184239,-0.968888879
10457,-0.987284005,-0.969410419
10458,-0.985716581,-0.966718674
10459,-0.985261679,-0.971392155
10460,-0.985657871,-0.968410313
10461,-0.986504078,-0.968296289
10462,-0.985608101,-0.970183849
10467,-0.986722827,-0.967923641
10468,-0.984818578,-0.967830181
10469,-0.985058069,-0.968781888
10473,-0.98474431,-0.970115542
10474,-0.985896111,-0.967958033
10475,-0.985786974,-0.968116045
10477,-0.985007882,-0.968936563
10478,-0.985977829,-0.966464281
10481,-0.986335158,-0.966634154
10483,-0.986151814,-0.969210267
10484,-0.985810637,-0.97047472
10485,-0.985318184,-0.968830943
10488,-0.98690933,-0.970881939
10489,-0.985129356,-0.969619453
10490,-0.985847235,-0.970264375
10492,-0.986140549,-0.969578743
10497,-0.986197233,-0.968595505
10498,-0.985943794,-0.968618393
10499,-0.986578465,-0.96855998
10500,-0.985964537,-0.968029261
10501,-0.984764457,-0.96752739
10502,-0.986273468,-0.970180094
10503,-0.985500813,-0.96881932
10504,-0.985851228,-0.970294714
10505,-0.985651255,-0.968724608
10506,-0.98609519,-0.968342304
10507,-0.984543085,-0.968832433
10508,-0.986270368,-0.96929419
10509,-0.986417174,-0.970190465
10511,-0.986088872,-0.969813704
10515,-0.985353827,-0.969239593
10519,-0.98555696,-0.966822445
10521,-0.985895872,-0.967755258
10522,-0.985656977,-0.96774441
10525,-0.985406458,-0.969276309
10526,-0.986361682,-0.96892488
10529,-0.984648705,-0.967434883
10531,-0.985538363,-0.968618631
10532,-0.986602426,-0.96849674
10534,-0.985878229,-0.968477368
10536,-0.986017346,-0.969376922
10537,-0.98688674,-0.96835959
10538,-0.985994458,-0.96830368
10540,-0.985299468,-0.96868211
10543,-0.986694813,-0.968322277
10547,-0.985936642,-0.968739033
10549,-0.986478686,-0.969889104
10550,-0.986599147,-0.968384206
10553,-0.986308217,-0.96677494
10554,-0.986060202,-0.969405413
10557,-0.985938191,-0.967166901
10560,-0.98587358,-0.96854198
10565,-0.986238956,-0.970374823
10566,-0.986322284,-0.967743158
10568,-0.986697912,-0.969018459
10569,-0.985324264,-0.967171311
10571,-0.986376405,-0.967358589
10572,-0.986979008,-0.969340205
10573,-0.985957921,-0.96742326
10575,-0.986773491,-0.968317628
10576,-0.985085964,-0.96883595
10577,-0.98652041,-0.967661202
10578,-0.985526383,-0.967707992
10581,-0.985544562,-0.968103647
10583,-0.984817982,-0.96903795
10585,-0.985731781,-0.969514132
10586,-0.986694455,-0.968963087
10589,-0.985236108,-0.971041799
10591,-0.98465395,-0.967882156
10592,-0.985424042,-0.967937768
10595,-0.985752761,-0.969262481
10598,-0.986423254,-0.968365073
10600,-0.986077666,-0.97052002
10602,-0.984976709,-0.969774961
10603,-0.985808313,-0.969162881
10604,-0.986338854,-0.966256022
10605,-0.984433889,-0.969979227
10608,-0.987497807,-0.969374299
10609,-0.986656547,-0.96789664
10611,-0.987219572,-0.968758702
10612,-0.985435009,-0.968030334
10613,-0.986055136,-0.970545053
10615,-0.985828817,-0.969113469
10617,-0.986090958,-0.97008729
10619,-0.985989869,-0.968559682
10621,-0.985412836,-0.968158603
10624,-0.985255897,-0.968763888
10625,-0.987464786,-0.968768716
10626,-0.984891176,-0.968114138
10628,-0.984517515,-0.969829023
10631,-0.986828268,-0.97048223
10632,-0.985709369,-0.966927052
10633,-0.986183763,-0.969685197
10634,-0.986478269,-0.969234705
10638,-0.986610174,-0.969173193
10639,-0.986302555,-0.967598438
10640,-0.985436976,-0.96796751
10641,-0.98519206,-0.967953444
10642,-0.985200405,-0.97022146
10646,-0.987398267,-0.968226671
10652,-0.986961186,-0.970891118
10653,-0.986539602,-0.967879653
10654,-0.985241115,-0.968477249
10656,-0.986515343,-0.969484568
10659,-0.986429214,-0.968989909
10660,-0.985335827,-0.97007072
10661,-0.986327767,-0.968554318
10665,-0.984832883,-0.968325555
10666,-0.985679388,-0.968799412
10668,-0.986774087,-0.969460607
10678,-0.985241711,-0.969815135
10680,-0.986280978,-0.969526768
10681,-0.985188425,-0.96903944
10684,-0.985497713,-0.968572021
10685,-0.986893892,-0.970238686
10687,-0.985392094,-0.968149543
10689,-0.985668838,-0.969385743
10690,-0.986607254,-0.968724251
10692,-0.986454427,-0.967642546
10695,-0.985156715,-0.969359636
10696,-0.985308051,-0.969440579
10697,-0.985615849,-0.969038367
10699,-0.986240864,-0.968041897
10701,-0.986144662,-0.967687964
10703,-0.986218035,-0.968833625
10704,-0.98566705,-0.968789279
10706,-0.985745311,-0.967906177
10708,-0.985965788,-0.968240976
10710,-0.98519218,-0.969091654
10711,-0.986172199,-0.969908357
10712,-0.985281646,-0.969323337
10713,-0.985543728,-0.967230558
10714,-0.98696208,-0.96996218
10719,-0.985148966,-0.970943928
10721,-0.985845506,-0.968354464
10722,-0.986637115,-0.969183922
10725,-0.987024546,-0.969393849
10730,-0.984811425,-0.969545126
10732,-0.985313833,-0.969161868
10733,-0.986222625,-0.968683839
10734,-0.985417366,-0.968566537
10739,-0.985470057,-0.970205843
10741,-0.986534834,-0.969148755
10742,-0.986181021,-0.968975008
10746,-0.984379292,-0.969162822
10748,-0.987076104,-0.968266487
10750,-0.987134159,-0.969239652
10751,-0.984949112,-0.96978724
10753,-0.986690402,-0.967687905
10754,-0.983701885,-0.969559014
10756,-0.986560583,-0.970119596
10758,-0.984114885,-0.967858434
10759,-0.98645699,-0.969253898
10762,-0.986110449,-0.967423677
10763,-0.985984921,-0.969833016
10764,-0.98582083,-0.969749451
10765,-0.986512184,-0.968976259
10771,-0.985698819,-0.967833638
10774,-0.985338986,-0.966866493
10775,-0.986626983,-0.96723026
10777,-0.986123741,-0.96783191
10781,-0.985924125,-0.968258858
10782,-0.987768531,-0.967677474
10784,-0.986476779,-0.970395446
10785,-0.98592186,-0.968690097
10787,-0.986538291,-0.969912648
10788,-0.986384273,-0.969113827
10789,-0.985881925,-0.96899581
10790,-0.984109044,-0.968026996
10791,-0.986567974,-0.970540404
10792,-0.984318972,-0.967545331
10793,-0.985623777,-0.968639851
10798,-0.985950112,-0.96826601
10799,-0.985913217,-0.968778729
10800,-0.986235499,-0.969610572
10801,-0.9864856,-0.969101131
10802,-0.986804128,-0.967981577
10804,-0.986302495,-0.966748476
10806,-0.985436082,-0.96953553
10807,-0.986208081,-0.967148423
10809,-0.986261785,-0.968459249
10812,-0.986894369,-0.96760428
10813,-0.985706925,-0.967455983
10814,-0.985593021,-0.969109535
10818,-0.985946774,-0.969453096
10820,-0.987350047,-0.968892872
10821,-0.984896779,-0.968589067
10826,-0.986503065,-0.96852541
10827,-0.986628175,-0.968419313
10828,-0.987287879,-0.970215559
10829,-0.985839963,-0.968571782
10830,-0.985421419,-0.967210352
10835,-0.985776782,-0.967875302
10837,-0.985141754,-0.970707893
10839,-0.985150516,-0.969275296
10840,-0.986832798,-0.968587041
10841,-0.985697508,-0.969943285
10843,-0.986565828,-0.970031977
10844,-0.986726046,-0.967747092
10845,-0.98774159,-0.969697237
10847,-0.988333762,-0.968327761
10848,-0.986038446,-0.967887521
10849,-0.98538214,-0.967767715
10850,-0.986135602,-0.968874216
10851,-0.986744702,-0.969446063
10852,-0.985882521,-0.968897462
10853,-0.985943913,-0.970101357
10856,-0.986241937,-0.969059825
10861,-0.985347271,-0.970026731
10864,-0.986222506,-0.969581485
10865,-0.985772431,-0.970929146
10866,-0.986013949,-0.968507707
10867,-0.986098528,-0.970211148
10870,-0.986324012,-0.96858269
10871,-0.986076474,-0.967207134
10872,-0.985854983,-0.968881309
10874,-0.986184716,-0.968805075
10875,-0.985914469,-0.969194055
10876,-0.986344337,-0.970955729
10877,-0.985334039,-0.966905236
10878,-0.986183524,-0.968655348
10879,-0.984454751,-0.96754241
10882,-0.986060083,-0.970337272
10884,-0.985995293,-0.968025088
10885,-0.986130178,-0.969468713
10886,-0.985695779,-0.968987107
10887,-0.985947967,-0.969082117
10890,-0.98525852,-0.970646918
10892,-0.985035181,-0.969832599
10895,-0.985868573,-0.968542397
10896,-0.986589491,-0.967306733
10897,-0.986335874,-0.969528139
10903,-0.986452758,-0.9714849
10904,-0.986821711,-0.9666062
10905,-0.987213135,-0.969941735
10907,-0.987281084,-0.967450976
10908,-0.986653686,-0.968439162
10909,-0.98470968,-0.969376206
10910,-0.985842943,-0.967047334
10912,-0.986302018,-0.969041944
10913,-0.986269593,-0.9710958
10916,-0.986863136,-0.968531013
10919,-0.987288594,-0.968632698
10922,-0.985736728,-0.967936516
10924,-0.986186862,-0.967989981
10926,-0.98597455,-0.967416465
10927,-0.986048698,-0.968301415
10931,-0.98658824,-0.9663589
10932,-0.985637307,-0.968135715
10935,-0.986121893,-0.968342066
10937,-0.985175788,-0.968780637
10938,-0.987186551,-0.970581114
10941,-0.985896885,-0.968300343
10942,-0.98571068,-0.972095728
10945,-0.985864639,-0.969442606
10946,-0.987132549,-0.970111966
10947,-0.985995412,-0.969294786
10948,-0.985486984,-0.968445659
10950,-0.986006021,-0.968789458
10952,-0.986237526,-0.96661371
10955,-0.986169875,-0.969679117
10957,-0.9865309,-0.968492508
10958,-0.986540258,-0.967598081
10959,-0.986168981,-0.968410492
10960,-0.985661387,-0.969379663
10964,-0.98606807,-0.968625069
10966,-0.986293077,-0.969827294
10967,-0.985098481,-0.968838453
10968,-0.986935794,-0.967371225
10969,-0.986127734,-0.969767451
10971,-0.985635102,-0.966903329
10972,-0.98632431,-0.968209743
10974,-0.985025406,-0.970760584
10975,-0.98689878,-0.969455361
10984,-0.986065507,-0.967844009
10985,-0.986019611,-0.969244719
10986,-0.986073256,-0.968678594
10987,-0.984840572,-0.971645117
10989,-0.986177504,-0.968121767
10990,-0.985787272,-0.968671978
10992,-0.986128032,-0.969686687
10993,-0.986292124,-0.968244553
10994,-0.986450315,-0.969870329
10996,-0.985233665,-0.969020426
10998,-0.986183107,-0.968448162
10999,-0.985031009,-0.970834434
11001,-0.984986544,-0.96755898
11002,-0.985335827,-0.967418909
11004,-0.986922204,-0.969532013
11006,-0.985789061,-0.971372366
11007,-0.985969841,-0.970578671
11010,-0.986581326,-0.969734251
11012,-0.986353874,-0.969803333
11013,-0.986722946,-0.969660401
11015,-0.986438096,-0.970509887
11022,-0.985907435,-0.968476534
11024,-0.986228704,-0.968636334
11027,-0.984955907,-0.970328212
11029,-0.986093879,-0.969138026
11030,-0.986219168,-0.968231797
11034,-0.984211564,-0.969069064
11035,-0.986017466,-0.969150901
11036,-0.985318899,-0.968200266
11038,-0.985934258,-0.967669547
11039,-0.986029148,-0.969052434
11040,-0.986773074,-0.970444322
11041,-0.986963511,-0.968031645
11043,-0.985278368,-0.969174087
11045,-0.986170232,-0.969972014
11046,-0.987184525,-0.96992588
11047,-0.986318707,-0.968430877
11048,-0.985501409,-0.970002174
11053,-0.98582685,-0.967834115
11056,-0.986619234,-0.969887257
11061,-0.985694706,-0.969639659
11064,-0.985666871,-0.970013022
11068,-0.986224294,-0.970115662
11072,-0.986024141,-0.969065368
11073,-0.98690486,-0.969192863
11074,-0.984713495,-0.967696905
11078,-0.986047804,-0.968703389
11080,-0.985044003,-0.969079733
11081,-0.985574603,-0.969896793
11082,-0.986328483,-0.969101071
11083,-0.983689606,-0.969437122
11086,-0.986844659,-0.967251897
11088,-0.985569835,-0.970214248
11089,-0.985486388,-0.969389856
11090,-0.985859096,-0.970050931
11091,-0.986374915,-0.967853487
11092,-0.986991525,-0.968885064
11093,-0.984852791,-0.968666494
11094,-0.985072136,-0.96942842
11095,-0.986399531,-0.96974349
11099,-0.985603809,-0.968032241
11102,-0.986419261,-0.968245029
11103,-0.985361576,-0.969502211
11105,-0.986140072,-0.9710567
11109,-0.985866308,-0.967940331
11110,-0.986275911,-0.9675771
11111,-0.984913588,-0.96978265
11112,-0.986472487,-0.968596101
11113,-0.985217512,-0.96995163
11114,-0.986287713,-0.967392087
11116,-0.985673547,-0.969843984
11117,-0.985201001,-0.969112098
11118,-0.986466169,-0.969745874
11119,-0.983978331,-0.970888734
11120,-0.986839175,-0.971117258
11124,-0.985382795,-0.968921423
11125,-0.985426784,-0.969445348
11128,-0.985934138,-0.969670713
11133,-0.986828923,-0.969497025
11135,-0.986851335,-0.968069553
11137,-0.985567808,-0.968027234
11139,-0.984078228,-0.967150688
11141,-0.986713529,-0.971329093
11142,-0.985176206,-0.969751477
11143,-0.98613143,-0.969169199
11144,-0.986175179,-0.968931139
11147,-0.985624671,-0.968557239
11148,-0.986184716,-0.968604326
11149,-0.985749006,-0.969762623
11152,-0.987043977,-0.96969825
11153,-0.986646116,-0.968516946
11155,-0.986149251,-0.967951059
11156,-0.987045527,-0.968857646
11159,-0.985673249,-0.96941793
11161,-0.985320926,-0.969508648
11162,-0.985158086,-0.96835947
11167,-0.986247659,-0.968993962
11172,-0.985197604,-0.968910217
11174,-0.985574782,-0.96868366
11176,-0.98608321,-0.968403578
11177,-0.985794544,-0.969777286
11178,-0.986102343,-0.969242096
11179,-0.985372305,-0.968044996
11180,-0.985476851,-0.968888938
11181,-0.985997319,-0.969985247
11182,-0.98579073,-0.969173431
11183,-0.986301184,-0.969215155
11184,-0.985778213,-0.968260765
11185,-0.985808849,-0.969806433
11189,-0.985834241,-0.971255183
11190,-0.985258758,-0.968399048
11193,-0.98600173,-0.968714833
11194,-0.986060262,-0.968951583
11197,-0.985789299,-0.969851971
11199,-0.98754251,-0.969764948
11200,-0.985484004,-0.969374299
11205,-0.98607111,-0.969599724
11210,-0.985980868,-0.968840659
11211,-0.986985803,-0.969126999
11215,-0.985499144,-0.9704175
11216,-0.98717773,-0.971531212
11217,-0.985883832,-0.969536424
11218,-0.986575127,-0.969275653
11219,-0.98496747,-0.968018472
11221,-0.98572427,-0.968601346
11222,-0.986237943,-0.968641043
11224,-0.98667562,-0.970100164
11225,-0.986402273,-0.967609167
11226,-0.98695749,-0.970382571
11230,-0.986965358,-0.969273806
11233,-0.986386061,-0.970118523
11236,-0.986627102,-0.969622135
11238,-0.986505032,-0.969411731
11243,-0.98685497,-0.968740821
11244,-0.98617363,-0.970700264
11246,-0.986529231,-0.969865799
11247,-0.986274958,-0.968377888
11252,-0.985743642,-0.969199538
11254,-0.986289561,-0.967708111
11255,-0.986143529,-0.966683447
11257,-0.985370159,-0.969610453
11259,-0.9862234,-0.970454812
11260,-0.985821724,-0.968570709
11261,-0.985009134,-0.968435407
11265,-0.985974908,-0.967915416
11266,-0.984961092,-0.970108867
11267,-0.986479998,-0.970118642
11268,-0.986026406,-0.969928384
11270,-0.986428857,-0.968141079
11271,-0.986583292,-0.968704343
11272,-0.985790014,-0.969239235
11273,-0.986192107,-0.970526397
11275,-0.986561418,-0.967782974
11278,-0.986400187,-0.967122912
11280,-0.98609972,-0.970069528
11281,-0.985137463,-0.967135549
11283,-0.985105991,-0.968542039
11285,-0.985495567,-0.969599068
11286,-0.985002756,-0.970167756
11287,-0.985741735,-0.967511535
11288,-0.985783219,-0.969416201
11289,-0.9866153,-0.968541086
11290,-0.986237109,-0.969410062
11291,-0.985883057,-0.968946397
11296,-0.985767305,-0.968284965
11297,-0.986810386,-0.96867764
11299,-0.986376524,-0.969699264
11300,-0.984553456,-0.967581749
11301,-0.986324072,-0.968042254
11302,-0.98639673,-0.968134165
11303,-0.986693799,-0.97032702
11306,-0.986198127,-0.97043848
