Step,with residual,wo residual
3885,-0.983476758,-0.959975362
3888,-0.983127177,-0.959236026
3889,-0.984838486,-0.958675325
3891,-0.983564794,-0.957689404
3895,-0.982608974,-0.958557606
3896,-0.982817173,-0.960286975
3897,-0.983210444,-0.959114373
3898,-0.984463453,-0.960340738
3899,-0.983967185,-0.960648656
3900,-0.983849525,-0.960146189
3902,-0.984679163,-0.959452093
3905,-0.982445598,-0.958523571
3906,-0.984276056,-0.959315658
3909,-0.983688056,-0.959932208
3912,-0.982105494,-0.957493901
3913,-0.984147191,-0.95903331
3916,-0.984198689,-0.959924877
3918,-0.98352313,-0.959813833
3919,-0.984294176,-0.957798362
3921,-0.984147429,-0.959518194
3926,-0.984900057,-0.959159732
3928,-0.982795358,-0.959757924
3930,-0.984417319,-0.960477352
3931,-0.984946966,-0.95667994
3933,-0.981139779,-0.958175898
3934,-0.983417869,-0.959440231
3935,-0.984713614,-0.959721804
3937,-0.982911587,-0.960146308
3938,-0.983197629,-0.958662271
3939,-0.98269105,-0.960327148
3941,-0.984302521,-0.957984269
3944,-0.982604384,-0.959388375
3946,-0.983327389,-0.958637476
3947,-0.984320819,-0.957131863
3948,-0.984419644,-0.960049152
3950,-0.98325491,-0.958570004
3951,-0.982914507,-0.959298491
3952,-0.98257184,-0.960235953
3955,-0.983893752,-0.961712182
3956,-0.985175967,-0.958925247
3957,-0.982824862,-0.960652351
3958,-0.983633518,-0.960536242
3960,-0.983829737,-0.958203495
3961,-0.984655023,-0.959225237
3962,-0.982352138,-0.960785389
3963,-0.983729482,-0.959017277
3965,-0.982824206,-0.959203243
3967,-0.984043598,-0.959599316
3968,-0.983902872,-0.961226702
3970,-0.984734118,-0.959351182
3971,-0.984204173,-0.959619522
3974,-0.98549211,-0.962183297
3975,-0.983204067,-0.960446775
3976,-0.982532561,-0.959412932
3977,-0.984377384,-0.961500525
3978,-0.984351397,-0.958239317
3979,-0.984056354,-0.959604383
3981,-0.98258239,-0.960376978
3990,-0.984605312,-0.960467815
3991,-0.984041572,-0.958563566
3993,-0.983710945,-0.95881474
3995,-0.985487819,-0.957150578
3998,-0.983792305,-0.958408475
3999,-0.984153211,-0.960205674
4001,-0.983564377,-0.958279729
4004,-0.983711481,-0.96006465
4005,-0.983570993,-0.960224152
4007,-0.983749509,-0.960899889
4008,-0.98212254,-0.958683252
4009,-0.983306766,-0.959595978
4010,-0.982768178,-0.959730804
4013,-0.983362675,-0.95951128
4014,-0.983449697,-0.959149003
4016,-0.983094811,-0.961012244
4017,-0.982888699,-0.960877836
4019,-0.98441416,-0.960775554
4020,-0.9836725,-0.96001184
4021,-0.983934522,-0.958107591
4022,-0.984296083,-0.959915042
4023,-0.984650493,-0.961501777
4024,-0.983158171,-0.960368633
4026,-0.984269738,-0.958358049
4027,-0.984490275,-0.958712935
4028,-0.983061135,-0.960720778
4029,-0.983870745,-0.958961785
4034,-0.984064221,-0.958224177
4035,-0.984263301,-0.959753633
4036,-0.982866585,-0.959630191
4037,-0.984113157,-0.958968103
4038,-0.984206617,-0.958116651
4039,-0.981961012,-0.959614396
4040,-0.984779835,-0.960454881
4041,-0.984326601,-0.958005071
4042,-0.983066618,-0.959422588
4045,-0.983422637,-0.959246874
4049,-0.982955277,-0.959891915
4050,-0.983849168,-0.960044026
4052,-0.98462075,-0.959243894
4058,-0.982506275,-0.958802342
4062,-0.982538223,-0.959851503
4066,-0.982958913,-0.958804131
4067,-0.984249592,-0.961047173
4069,-0.983086407,-0.959504843
4070,-0.982963324,-0.961313725
4071,-0.984137952,-0.959512353
4072,-0.984800816,-0.959528327
4075,-0.984898269,-0.960228205
4079,-0.984538078,-0.960231423
4080,-0.986330807,-0.960191846
4081,-0.984942436,-0.96063447
4082,-0.982829034,-0.958931327
4083,-0.982971311,-0.960109115
4084,-0.982932568,-0.959028006
4085,-0.983968496,-0.95966357
4087,-0.984912694,-0.957308352
4089,-0.984880567,-0.958770514
4093,-0.982237697,-0.961437762
4095,-0.983612537,-0.960756779
4097,-0.983465552,-0.95886004
4098,-0.983410954,-0.957998633
4099,-0.98445034,-0.959011376
4100,-0.982290566,-0.959738731
4101,-0.98357892,-0.960663915
4102,-0.984752774,-0.960957348
4103,-0.984510183,-0.959975958
4104,-0.983285666,-0.960939407
4105,-0.984514832,-0.957758784
4106,-0.982476354,-0.958755374
4107,-0.9840222,-0.960395455
4110,-0.983982086,-0.961901903
4112,-0.984123468,-0.960950851
4114,-0.98375535,-0.959479034
4116,-0.983997107,-0.958809018
4122,-0.982624054,-0.958634257
4126,-0.982611418,-0.958220422
4129,-0.983856678,-0.960318923
4133,-0.983296871,-0.959496796
4136,-0.983214498,-0.960147023
4137,-0.984054327,-0.959626079
4140,-0.98326242,-0.960446835
4141,-0.984217644,-0.960633874
4143,-0.984442711,-0.960277081
4144,-0.983653247,-0.959684968
4145,-0.981944084,-0.961498201
4146,-0.983134389,-0.960818768
4148,-0.984125197,-0.960113168
4150,-0.984862745,-0.959110975
4151,-0.984186172,-0.9595474
4153,-0.984777808,-0.961115837
4155,-0.982855976,-0.959424675
4156,-0.983030796,-0.959683597
4157,-0.984528124,-0.961336911
4159,-0.985547543,-0.961288631
4162,-0.9843539,-0.96127975
4163,-0.983718634,-0.960729003
4166,-0.98385936,-0.961110115
4168,-0.984645724,-0.960229754
4172,-0.984065771,-0.960352421
4174,-0.98426342,-0.961289406
4176,-0.983623505,-0.960072398
4177,-0.983617544,-0.959295273
4181,-0.98392266,-0.96127975
4182,-0.983286977,-0.959826827
4184,-0.982749522,-0.959904313
4190,-0.983842969,-0.959920287
4194,-0.985274553,-0.959243894
4195,-0.982574642,-0.959960699
4198,-0.984525979,-0.960554481
4199,-0.985369861,-0.960316777
4200,-0.984658778,-0.960222483
4201,-0.98283124,-0.960221767
4202,-0.983728766,-0.960227251
4205,-0.982249498,-0.958621144
4210,-0.983152986,-0.960077286
4211,-0.984506667,-0.959109485
4212,-0.983819246,-0.962967992
4213,-0.984195471,-0.957583904
4214,-0.984002709,-0.960531712
4218,-0.98572129,-0.95802784
4221,-0.984448075,-0.9605726
4222,-0.984240174,-0.957281828
4223,-0.983749628,-0.959487617
4225,-0.984198332,-0.960037887
4226,-0.983702123,-0.960852861
4230,-0.983817458,-0.959234893
4231,-0.985178947,-0.960640609
4232,-0.984978318,-0.961167812
4234,-0.984303355,-0.96062535
4235,-0.984414577,-0.960245371
4237,-0.984680414,-0.958747506
4243,-0.98383981,-0.960130453
4244,-0.985324025,-0.961108685
4246,-0.984102964,-0.960325599
4247,-0.983155608,-0.960346222
4248,-0.985414147,-0.960919261
4253,-0.983639479,-0.961514771
4254,-0.984697461,-0.959623694
4255,-0.98223418,-0.962948203
4256,-0.984698594,-0.961520791
4257,-0.985290527,-0.960416317
4260,-0.984278142,-0.960158587
4261,-0.984085977,-0.961332202
4263,-0.983926654,-0.961715221
4264,-0.982593298,-0.961316705
4266,-0.984135985,-0.959592998
4267,-0.985762358,-0.963329613
4268,-0.983978033,-0.96065104
4271,-0.984650791,-0.959187746
4273,-0.983693123,-0.962603807
4274,-0.984036446,-0.958902895
4275,-0.984762549,-0.959813058
4276,-0.98400867,-0.960225821
4278,-0.983756781,-0.961448491
4280,-0.985606134,-0.958770692
4282,-0.982085228,-0.962357759
4284,-0.984670758,-0.959541082
4286,-0.982682705,-0.960695446
4287,-0.984643221,-0.959925294
4288,-0.984998584,-0.960807204
4290,-0.985472918,-0.960908413
4291,-0.984654427,-0.960685253
4292,-0.982582152,-0.957614779
4297,-0.983581424,-0.961521506
4298,-0.984337091,-0.960592151
4299,-0.985206127,-0.962521195
4301,-0.983586431,-0.960084796
4303,-0.983245254,-0.958752453
4305,-0.983166218,-0.95924747
4308,-0.98383379,-0.961131752
4309,-0.982641816,-0.960102439
4311,-0.981695294,-0.95992136
4313,-0.98368299,-0.961367726
4314,-0.984348893,-0.958731055
4315,-0.984608293,-0.960115433
4317,-0.984865785,-0.961626172
4319,-0.984363258,-0.960879922
4320,-0.983275771,-0.962151349
4323,-0.984040976,-0.960585415
4324,-0.98383075,-0.961275339
4325,-0.983629048,-0.960501373
4327,-0.98396045,-0.960842371
4335,-0.982366025,-0.959570527
4338,-0.984214187,-0.958375394
4339,-0.983564258,-0.960760176
4340,-0.983386636,-0.960820794
4343,-0.983004689,-0.960883379
4344,-0.983625293,-0.958930731
4348,-0.985053122,-0.962393105
4351,-0.984688759,-0.962649345
4352,-0.983698368,-0.961053967
4353,-0.985957861,-0.960658729
4354,-0.982982516,-0.961236
4358,-0.984911382,-0.961806118
4359,-0.983442783,-0.961366713
4361,-0.984082043,-0.959397674
4363,-0.985661864,-0.962232172
4366,-0.984885693,-0.962095976
4368,-0.983408213,-0.961443603
4370,-0.983198583,-0.959498525
4371,-0.985092044,-0.959694028
4372,-0.984461963,-0.960180461
4373,-0.984149098,-0.960139096
4375,-0.985943794,-0.962073267
4377,-0.982963622,-0.961112738
4380,-0.984964311,-0.960677981
4384,-0.983747363,-0.959250152
4387,-0.982379198,-0.961009502
4388,-0.984631419,-0.961305499
4389,-0.98367244,-0.960180283
4390,-0.983714342,-0.959204495
4394,-0.984263539,-0.961207271
4397,-0.98445946,-0.960009694
4398,-0.983928919,-0.959397435
4399,-0.983130574,-0.95883441
4401,-0.985809684,-0.958673716
4403,-0.984165788,-0.95983392
4404,-0.984992981,-0.96083951
4409,-0.984085441,-0.962946415
4413,-0.983582735,-0.961992979
4415,-0.984545469,-0.95967716
4417,-0.983052731,-0.961613894
4418,-0.983442008,-0.960090697
4419,-0.984051883,-0.961288929
4420,-0.983332038,-0.959577799
4421,-0.983545661,-0.959664583
4424,-0.98279345,-0.960155725
4426,-0.98280406,-0.961885095
4427,-0.984636128,-0.962808669
4428,-0.983387351,-0.960768819
4431,-0.98463583,-0.960895777
4434,-0.983810663,-0.958108902
4437,-0.984733105,-0.960854173
4438,-0.983605504,-0.961167634
4439,-0.982248485,-0.960185707
4441,-0.981596589,-0.960500836
4442,-0.983586192,-0.962012887
4444,-0.984423578,-0.960218728
4445,-0.983781695,-0.960070789
4447,-0.983993888,-0.961094737
4449,-0.98244071,-0.96018827
4451,-0.985586882,-0.961857378
4453,-0.984754026,-0.961522102
4456,-0.983563781,-0.960504711
4457,-0.982002258,-0.959400177
4459,-0.985625982,-0.95979619
4460,-0.984065831,-0.959406257
4461,-0.983376265,-0.960090995
4462,-0.984461308,-0.962192774
4463,-0.98578757,-0.959911704
4464,-0.984800816,-0.960415184
4465,-0.984141469,-0.962182641
4466,-0.984002709,-0.960966408
4470,-0.982982695,-0.95958358
4472,-0.98424232,-0.959771872
4477,-0.98351419,-0.960283935
4478,-0.982759297,-0.960379839
4479,-0.984031141,-0.959479988
4480,-0.984406769,-0.962471366
4481,-0.984056473,-0.961999655
4482,-0.985909224,-0.961235762
4483,-0.984514832,-0.960486889
4485,-0.984894335,-0.960548878
4486,-0.983627796,-0.961177111
4490,-0.982591689,-0.960227489
4491,-0.984488964,-0.959614277
4492,-0.984480441,-0.959848166
4493,-0.983751714,-0.960962892
4495,-0.985018134,-0.96155113
4496,-0.984388113,-0.9605847
4497,-0.984808564,-0.96198225
4498,-0.984421968,-0.958836794
4499,-0.984216809,-0.960275948
4503,-0.983673096,-0.960133672
4505,-0.984647989,-0.961969137
4507,-0.985072374,-0.961028397
4508,-0.984474778,-0.961650968
4509,-0.984526336,-0.96182555
4510,-0.983978271,-0.958776116
4513,-0.984245539,-0.961483538
4516,-0.984223604,-0.960196316
4517,-0.984902859,-0.962712884
4519,-0.983389497,-0.96017766
4520,-0.983947515,-0.960137486
4523,-0.983255029,-0.962041676
4524,-0.985258341,-0.961909175
4525,-0.983907461,-0.960446715
4527,-0.984963775,-0.959741712
4530,-0.98384726,-0.961088896
4532,-0.98461163,-0.96038264
4534,-0.982599437,-0.961527348
4535,-0.984581292,-0.961381435
4536,-0.983489096,-0.959513187
4537,-0.985040784,-0.961122155
4539,-0.985036254,-0.961413741
4540,-0.984428644,-0.960784793
4542,-0.984344959,-0.960757256
4543,-0.982508898,-0.960829377
4544,-0.983631432,-0.961715102
4548,-0.984626174,-0.962202549
4549,-0.984200716,-0.961440921
4550,-0.983736515,-0.96118623
4554,-0.983177364,-0.961697519
4556,-0.984191895,-0.962047696
4557,-0.983528674,-0.961652994
4558,-0.983287215,-0.961846232
4560,-0.983720183,-0.959865391
4567,-0.984858632,-0.95919168
4569,-0.984372973,-0.960593939
4571,-0.984777093,-0.962120056
4573,-0.984531403,-0.96207571
4575,-0.983821988,-0.961595416
4576,-0.983288467,-0.960308373
4579,-0.983434021,-0.961466908
4582,-0.984037578,-0.961681604
4583,-0.983075798,-0.961790979
4586,-0.984536648,-0.962215543
4592,-0.984461188,-0.959550142
4595,-0.984195352,-0.962070107
4596,-0.984835565,-0.960798264
4597,-0.984831572,-0.959582806
4599,-0.984598637,-0.961521685
4600,-0.98413974,-0.961838067
4602,-0.983692467,-0.961591721
4603,-0.983196259,-0.96015507
4604,-0.984705985,-0.961020947
4605,-0.982403159,-0.960541308
4607,-0.984627426,-0.96044904
4608,-0.984463274,-0.960555553
4613,-0.984595656,-0.962356448
4615,-0.984770298,-0.961069107
4617,-0.984171748,-0.96216476
4618,-0.984989047,-0.960145772
4620,-0.984151721,-0.961134195
4621,-0.984412313,-0.959874511
4625,-0.984422684,-0.960256219
4628,-0.983354926,-0.959333181
4629,-0.982828677,-0.961452603
4630,-0.983617425,-0.961104572
4633,-0.983004451,-0.961732507
4634,-0.984153211,-0.96231252
4635,-0.985507965,-0.960797131
4636,-0.98443377,-0.960617006
4638,-0.983544886,-0.959561586
4640,-0.982851267,-0.962085247
4641,-0.983684063,-0.960941017
4642,-0.983801007,-0.959751964
4643,-0.983511567,-0.961138844
4644,-0.984755993,-0.961982369
4647,-0.984743476,-0.961337984
4648,-0.984166384,-0.961422205
4650,-0.983950317,-0.962159276
4652,-0.983723283,-0.959558487
4654,-0.98356998,-0.963628292
4655,-0.984441519,-0.96306181
4656,-0.984055579,-0.961233139
4658,-0.984023154,-0.962039471
4660,-0.984107733,-0.961372018
4661,-0.983341575,-0.963194132
4662,-0.984497786,-0.960518181
4663,-0.983634472,-0.962823093
4664,-0.984838009,-0.961480677
4665,-0.984596252,-0.960915923
4666,-0.984854817,-0.962038457
4671,-0.983023763,-0.960429788
4673,-0.983692288,-0.961266756
4674,-0.984687567,-0.963205814
4677,-0.98524642,-0.961351335
4678,-0.983569503,-0.961904883
4679,-0.984331131,-0.962815642
4683,-0.984215498,-0.961048901
4685,-0.982871115,-0.961490452
4687,-0.983402848,-0.959793866
4688,-0.983164549,-0.961125374
4690,-0.983798623,-0.960535586
4692,-0.982908607,-0.961752772
4693,-0.98371613,-0.96172297
4694,-0.982846975,-0.962254465
4695,-0.983960748,-0.961247444
4696,-0.983750165,-0.961809874
4702,-0.984669328,-0.96047014
4704,-0.983847499,-0.962226629
4706,-0.983794749,-0.960197866
4707,-0.983980417,-0.961862624
4708,-0.983159721,-0.960959315
4711,-0.984049678,-0.960162401
4714,-0.983930826,-0.962355673
4715,-0.984443069,-0.961715698
4716,-0.984920859,-0.960374057
4719,-0.984269321,-0.961027443
4720,-0.98484683,-0.961883426
4724,-0.984291613,-0.961680889
4725,-0.983399749,-0.960855663
4727,-0.984823346,-0.962480307
4729,-0.985502839,-0.961930871
4732,-0.984407067,-0.96131134
4734,-0.984105706,-0.961719751
4737,-0.98522532,-0.960910141
4739,-0.984822571,-0.962615371
4741,-0.985630572,-0.960116029
4742,-0.983466327,-0.961425304
4743,-0.984399557,-0.960947216
4744,-0.983724713,-0.959044814
4747,-0.9851861,-0.960054994
4749,-0.985407889,-0.961730599
4750,-0.983727336,-0.961296618
4751,-0.984313309,-0.962972522
4754,-0.984386683,-0.96076709
4756,-0.982717276,-0.961050212
4758,-0.985325575,-0.961422563
4759,-0.98405093,-0.96255064
4761,-0.984172821,-0.961222172
4762,-0.983719945,-0.958182216
4764,-0.984588623,-0.960638046
4765,-0.983555138,-0.963501155
4768,-0.984080076,-0.962582946
4769,-0.984122634,-0.962634325
4771,-0.984014034,-0.960358024
4772,-0.981941998,-0.961033523
4776,-0.984459758,-0.960641265
4777,-0.984292626,-0.961320877
4779,-0.984966218,-0.961459756
4781,-0.984816313,-0.961221397
4782,-0.985110462,-0.962392092
4783,-0.983401895,-0.962117195
4786,-0.985133529,-0.962733567
4787,-0.983661413,-0.96257174
4789,-0.983650327,-0.96045655
4790,-0.983338952,-0.962187171
4791,-0.984255373,-0.961988926
4793,-0.983924747,-0.963032365
4795,-0.983322084,-0.960178137
4796,-0.983720303,-0.96050179
4797,-0.983572006,-0.961593449
4798,-0.984357893,-0.962779462
4799,-0.983712971,-0.961373568
4800,-0.983340859,-0.961869121
4809,-0.983730435,-0.962883711
4810,-0.985400677,-0.962154031
4811,-0.984967351,-0.960788965
4812,-0.985498607,-0.96105206
4813,-0.984340429,-0.961997151
4814,-0.983901024,-0.959575891
4815,-0.983371198,-0.962179601
4817,-0.984919667,-0.961214304
4820,-0.983372808,-0.961192966
4822,-0.982496262,-0.960781693
4825,-0.984404266,-0.960772872
4826,-0.984737515,-0.963321567
4830,-0.984605789,-0.962018251
4833,-0.984325528,-0.960705101
4834,-0.984950185,-0.9620924
4835,-0.983456612,-0.962657213
4837,-0.984731913,-0.961838305
4840,-0.981975615,-0.961266994
4842,-0.983742833,-0.959455431
4845,-0.984695673,-0.960728645
4846,-0.983642817,-0.96249938
4847,-0.984313965,-0.961688042
4848,-0.983844757,-0.960479319
4851,-0.984555304,-0.963141441
4852,-0.984323084,-0.962293565
4853,-0.984557569,-0.960575879
4854,-0.983749688,-0.962818861
4855,-0.98372519,-0.962300777
4856,-0.985411286,-0.960550904
4858,-0.984540641,-0.961103261
4859,-0.982439041,-0.961117268
4861,-0.985321403,-0.962233603
4862,-0.985156596,-0.962436914
4863,-0.983599126,-0.961539984
4864,-0.984755039,-0.963909864
4865,-0.984864473,-0.962627292
4867,-0.983784497,-0.961446881
4869,-0.98416549,-0.960588217
4870,-0.983924448,-0.962457776
4871,-0.985192299,-0.96280098
4876,-0.98369509,-0.962522268
4877,-0.982947826,-0.961417317
4880,-0.983487904,-0.961808801
4881,-0.984748363,-0.961686492
4882,-0.984707355,-0.963294625
4883,-0.985639215,-0.962585568
4884,-0.984899402,-0.960645795
4890,-0.985172927,-0.961812317
4894,-0.984615803,-0.961926341
4896,-0.985012829,-0.96239686
4898,-0.984047413,-0.96334672
4902,-0.984269619,-0.962324142
4903,-0.982769728,-0.96253866
4904,-0.984074116,-0.962371707
4905,-0.982707024,-0.962584853
4906,-0.983554482,-0.959700584
4909,-0.984832883,-0.961066425
4910,-0.984876871,-0.962122083
4911,-0.983798742,-0.961493671
4913,-0.984533072,-0.961060166
4915,-0.984560907,-0.961457431
4919,-0.984523416,-0.963737547
4920,-0.985292435,-0.960362136
4926,-0.98443222,-0.963848114
4927,-0.984036744,-0.961728692
4928,-0.984875917,-0.964123607
4930,-0.984657705,-0.96245271
4938,-0.98341608,-0.961929679
4939,-0.983042479,-0.961627364
4940,-0.984587908,-0.962388635
4945,-0.985774338,-0.96136272
4946,-0.983546376,-0.962671757
4949,-0.985429525,-0.961343765
4951,-0.984899223,-0.96243608
4952,-0.983964443,-0.962510824
4953,-0.984265685,-0.962631047
4954,-0.983560085,-0.95924145
4956,-0.985285878,-0.96194458
4957,-0.983898401,-0.963380814
4959,-0.984226942,-0.962456405
4961,-0.984710097,-0.959506392
4964,-0.984995961,-0.961919487
4966,-0.985182762,-0.96379137
4967,-0.983097255,-0.961414695
4968,-0.985304058,-0.961171746
4969,-0.985442877,-0.9612903
4971,-0.98488158,-0.96164602
4972,-0.984716654,-0.962836087
4975,-0.984387577,-0.960943818
4976,-0.983314872,-0.962889433
4978,-0.984369874,-0.962753892
4980,-0.982746661,-0.963375926
4984,-0.984724522,-0.961461782
4985,-0.983949542,-0.960584044
4986,-0.983623743,-0.962938309
4989,-0.983780622,-0.961897969
4990,-0.983819127,-0.961646795
4991,-0.983529449,-0.963009357
4994,-0.983280301,-0.961904943
5000,-0.98367542,-0.961260974
5002,-0.98430866,-0.963418901
5003,-0.984677315,-0.96291852
5005,-0.982417345,-0.963268697
5006,-0.9840554,-0.961831629
5010,-0.984471262,-0.963998973
5013,-0.984565258,-0.963374376
5017,-0.984018445,-0.9616009
5018,-0.983181119,-0.96299541
5019,-0.984910488,-0.960109711
5020,-0.985116124,-0.961340964
5024,-0.985365808,-0.962077618
5026,-0.98338151,-0.962151647
5029,-0.984419525,-0.961103261
5031,-0.984989643,-0.963462234
5035,-0.98487699,-0.960209846
5038,-0.983302057,-0.962465107
5039,-0.984317899,-0.959852099
5040,-0.985021353,-0.963780165
5041,-0.983910799,-0.962607384
5042,-0.983861446,-0.961915135
5043,-0.985070586,-0.963378191
5044,-0.984568417,-0.961842656
5045,-0.985057354,-0.960760713
5047,-0.983558655,-0.962435007
5048,-0.984557807,-0.960560858
5051,-0.983397663,-0.960742235
5052,-0.984072566,-0.960461259
5053,-0.985897124,-0.962926745
5056,-0.985007763,-0.961219549
5057,-0.984788716,-0.962259471
5058,-0.983991385,-0.961498916
5060,-0.983214617,-0.963772655
5061,-0.983308613,-0.961802602
5063,-0.983921885,-0.963395417
5064,-0.98596859,-0.960728347
5069,-0.983151913,-0.962180972
5071,-0.985683918,-0.961535037
5072,-0.984417796,-0.964086771
5073,-0.984043717,-0.96016407
5076,-0.985211313,-0.963873029
5077,-0.984848142,-0.960677147
5078,-0.983918071,-0.960011601
5079,-0.982499361,-0.961907089
5082,-0.98442328,-0.961861014
5083,-0.984651268,-0.963278174
5087,-0.984966874,-0.96252346
5089,-0.984292567,-0.96094811
5091,-0.98537153,-0.96160996
5093,-0.982836843,-0.962457657
5095,-0.98486203,-0.960575461
5098,-0.983280778,-0.96194756
5099,-0.984326422,-0.961601436
5100,-0.984039426,-0.964449525
5101,-0.985271394,-0.961408913
5103,-0.985445261,-0.961423755
5104,-0.984717131,-0.961658061
5106,-0.986349463,-0.963658452
5109,-0.983785987,-0.961110175
5110,-0.984539032,-0.959038496
5111,-0.984182775,-0.962014735
5112,-0.983757615,-0.963705897
5113,-0.984817743,-0.961555839
5114,-0.984855533,-0.962571919
5115,-0.984580398,-0.96352005
5116,-0.984731436,-0.962792695
5118,-0.985550523,-0.961655021
5122,-0.983265579,-0.963253736
5126,-0.982852459,-0.96272105
5131,-0.98453486,-0.963447928
5132,-0.985148907,-0.961946011
5133,-0.98443383,-0.962441385
5136,-0.984351635,-0.963157296
5137,-0.984183192,-0.962095201
5138,-0.983865678,-0.962208092
5139,-0.985038817,-0.963902712
5142,-0.983900547,-0.961078167
5144,-0.983763874,-0.962832093
5149,-0.984944999,-0.961039305
5150,-0.983276069,-0.961634398
5154,-0.98315227,-0.96057117
5156,-0.985092878,-0.963135064
5160,-0.984163463,-0.962211132
5161,-0.984331727,-0.961452186
5163,-0.984131694,-0.961200595
5164,-0.983803034,-0.961955905
5165,-0.984589338,-0.962521791
5166,-0.983624816,-0.960545659
5167,-0.984186172,-0.96165961
5169,-0.984363198,-0.962780118
5171,-0.985290527,-0.960665345
5172,-0.983707666,-0.963797688
5173,-0.984747052,-0.963568985
5176,-0.985148787,-0.964482188
5177,-0.984799623,-0.961132824
5178,-0.984374046,-0.960863829
5179,-0.984597683,-0.962445021
5180,-0.984039903,-0.961358428
5181,-0.984662652,-0.962700129
5183,-0.984569252,-0.961015701
5184,-0.984226227,-0.961909175
5185,-0.983408809,-0.964259565
5186,-0.983510911,-0.962407827
5188,-0.982598722,-0.963295758
5191,-0.984113455,-0.961603999
5192,-0.982262969,-0.96312058
5198,-0.984083891,-0.964112401
5199,-0.983190596,-0.962482214
5201,-0.983151674,-0.961690009
5203,-0.985099435,-0.961277604
5205,-0.983028531,-0.962605834
5207,-0.983870745,-0.963227987
5208,-0.984354436,-0.960349441
5210,-0.983507752,-0.961564243
5212,-0.98464787,-0.961938858
5214,-0.984387159,-0.962414145
5215,-0.985246897,-0.96471405
5218,-0.983867049,-0.962750435
5221,-0.983870327,-0.962904334
5222,-0.983672976,-0.96239233
5224,-0.983656168,-0.963535547
5225,-0.983748317,-0.963171482
5226,-0.985612035,-0.963533998
5227,-0.984779,-0.962052941
5228,-0.983569503,-0.961600006
5230,-0.984642148,-0.961588919
5231,-0.984398723,-0.964301825
5232,-0.983925402,-0.962414861
5233,-0.985207081,-0.962727904
5235,-0.984465837,-0.962950349
5236,-0.985201836,-0.962182045
5237,-0.984734416,-0.962340951
5241,-0.984703004,-0.96203202
5242,-0.984178782,-0.963536382
5243,-0.985145509,-0.961648285
5244,-0.984818101,-0.962096095
5246,-0.985373914,-0.961889327
5247,-0.982935667,-0.962025762
5248,-0.984793901,-0.964460611
5250,-0.985544741,-0.962393522
5260,-0.983564138,-0.963746488
5261,-0.98432672,-0.961496174
5263,-0.985362411,-0.963626146
5264,-0.984117746,-0.963070214
5265,-0.984578192,-0.963743806
5266,-0.983956218,-0.963151693
5267,-0.984849393,-0.961363316
5268,-0.984855235,-0.961791754
5271,-0.98480612,-0.962466717
5274,-0.985171914,-0.962249994
5278,-0.983911693,-0.963550329
5279,-0.985444427,-0.963341773
5283,-0.985084653,-0.963270426
5284,-0.985655189,-0.962428331
5286,-0.984997869,-0.963014483
5287,-0.985650718,-0.96178782
5288,-0.985079348,-0.963850856
5289,-0.985623956,-0.963356376
5293,-0.983634055,-0.96199882
5294,-0.982304394,-0.96090132
5295,-0.98362112,-0.962095916
5298,-0.983305931,-0.963631451
5299,-0.984267533,-0.964433312
5301,-0.984732211,-0.963283718
5302,-0.983740091,-0.960893035
5303,-0.983047485,-0.962332845
5304,-0.98487854,-0.962215483
5307,-0.983131528,-0.963190913
5308,-0.985310853,-0.962097406
5310,-0.984053373,-0.963954031
5312,-0.984611571,-0.965882063
5313,-0.984975636,-0.962458372
5314,-0.984686971,-0.963299274
5315,-0.983978391,-0.96200037
5317,-0.983928204,-0.962249756
5323,-0.984871268,-0.962758064
5324,-0.983994842,-0.962435126
5326,-0.982945919,-0.962306976
5329,-0.986109138,-0.96436888
5330,-0.986023307,-0.962742805
5334,-0.984070659,-0.963679552
5335,-0.98467207,-0.961379766
5337,-0.983937502,-0.963350773
5343,-0.985484362,-0.963306189
5345,-0.985246778,-0.962864637
5346,-0.984555542,-0.962980986
5349,-0.984783173,-0.96153754
5350,-0.983523428,-0.960859179
5352,-0.985453963,-0.962654829
5353,-0.98422569,-0.962859392
5354,-0.984287322,-0.964622974
5355,-0.985001087,-0.962607741
5356,-0.983641565,-0.960978866
5357,-0.983920753,-0.963260412
5358,-0.984344244,-0.962672353
5360,-0.985114574,-0.962669909
5361,-0.984809756,-0.962602496
5364,-0.984001637,-0.962430358
5366,-0.983388543,-0.962316632
5368,-0.985064983,-0.964648724
5369,-0.984627128,-0.962803721
5371,-0.984401345,-0.962205529
5372,-0.984439611,-0.962020516
5373,-0.984222472,-0.960811973
5374,-0.985167742,-0.962612748
5378,-0.983539939,-0.962529004
5381,-0.984218955,-0.963849902
5382,-0.983783245,-0.962700486
5386,-0.984830022,-0.961484313
5390,-0.984335065,-0.961465418
5392,-0.983299136,-0.964487612
5397,-0.985285044,-0.961332798
5399,-0.984280586,-0.96486783
5400,-0.983782649,-0.962852001
5401,-0.984039068,-0.961642623
5403,-0.985902369,-0.963021815
5404,-0.982467353,-0.963435054
5405,-0.98355186,-0.965030253
5407,-0.98494935,-0.964087427
5408,-0.98486948,-0.963751197
5410,-0.983203232,-0.96291244
5411,-0.985733628,-0.964031219
5415,-0.984170675,-0.963204086
5416,-0.986807466,-0.962188601
5419,-0.98304069,-0.963528693
5421,-0.985092759,-0.962346077
5423,-0.985594809,-0.963253021
